"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RNF40",6.4562504182861e-11,-0.4366682443686,0.111,0.176,1.19388982734947e-06
"AKIRIN2",6.49056195163273e-11,0.732921681974659,0.308,0.246,1.20023471609592e-06
"HSPBAP1",6.64109956526917e-11,-0.417757296692271,0.139,0.209,1.22807213160957e-06
"GNPAT",6.78926270924786e-11,-0.415601252175392,0.094,0.155,1.25547046019411e-06
"RAB32",6.94339912645536e-11,0.453630799817758,0.456,0.399,1.28397336646413e-06
"SLC5A3",7.04699443813913e-11,0.687826825076497,0.286,0.224,1.30313021150069e-06
"BCKDHB",7.09332960090222e-11,-0.530640402559553,0.072,0.125,1.31169850979884e-06
"ASCC3",7.14496976200287e-11,-0.305279171646572,0.171,0.251,1.32124780838957e-06
"UQCRH",7.40077483160445e-11,0.321776854762429,0.539,0.478,1.36855128186029e-06
"PAFAH1B1",7.43116078803676e-11,-0.169831651945436,0.351,0.461,1.37417025292376e-06
"TM9SF1",7.63106401034344e-11,-0.209255690786879,0.134,0.209,1.41113635679271e-06
"APOC1",7.84610121792365e-11,1.07700549124588,0.151,0.09,1.45090103721844e-06
"BRI3BP",7.92875014990418e-11,-0.229081157456541,0.1,0.162,1.46618447772028e-06
"FAM210B",8.10241885124172e-11,-0.257864821794172,0.09,0.15,1.49829929397162e-06
"CCRL2",8.28166907140867e-11,1.3860581989965,0.111,0.058,1.53144624468489e-06
"LARS2",8.41915164701341e-11,-0.73261632853636,0.059,0.107,1.55686952256572e-06
"NUDT14",8.59651750545948e-11,0.842382116938247,0.214,0.151,1.58966801710957e-06
"BAG5",8.64038398697003e-11,-0.151774524906151,0.292,0.393,1.5977798068705e-06
"CFB",8.72820474343812e-11,-0.626377412468752,0.054,0.1,1.61401962115658e-06
"ZBTB20",8.90817291066261e-11,-0.553829760725466,0.245,0.317,1.64729933463973e-06
"R3HDM1",9.05743639139781e-11,-0.536846445516484,0.084,0.14,1.67490113749728e-06
"ATG4C",9.1126436127281e-11,-0.136990316959589,0.245,0.337,1.68511005686568e-06
"PDIK1L",9.12934681001357e-11,-0.227343581624739,0.101,0.164,1.68819881210771e-06
"MSL3",9.19346548913744e-11,-0.154174457396766,0.144,0.22,1.7000556382513e-06
"STARD4",9.3397203432664e-11,0.859053603303089,0.21,0.146,1.72710108587682e-06
"AGO2",9.47852551352678e-11,-0.603141692352664,0.094,0.154,1.75276893796137e-06
"IGSF6",9.56927541327802e-11,-0.173436703422976,0.471,0.602,1.76955040942337e-06
"MYC",9.60421594140972e-11,-0.197764250920281,0.059,0.108,1.77601161188549e-06
"ANAPC4",9.60422742054884e-11,-0.337834461981571,0.103,0.166,1.77601373460789e-06
"CASC3",9.72205984611086e-11,-0.231840438113902,0.143,0.219,1.79780330674282e-06
"EXOSC7",9.74845754655348e-11,-0.227953838959414,0.084,0.143,1.80268476950867e-06
"C1GALT1C1",9.79792854835756e-11,-0.115465061351457,0.095,0.157,1.81183294716228e-06
"SNAP23",9.84083600732562e-11,0.536081556717292,0.481,0.446,1.81976739447465e-06
"SAP18",9.86261583341257e-11,0.265380645794738,0.599,0.539,1.82379491991465e-06
"AGPS",1.00015926427692e-10,-0.155345421155058,0.247,0.34,1.84949451150088e-06
"SYNRG",1.02263432920892e-10,-0.188817678980606,0.257,0.36,1.89105540157313e-06
"CERS6",1.04377358604565e-10,-0.275349644270467,0.246,0.335,1.93014611531561e-06
"HSP90AA1",1.07092709041606e-10,0.141797590687981,0.92,0.851,1.98035837559738e-06
"ATXN10",1.08854655669276e-10,-0.249681706510598,0.183,0.266,2.01294029263624e-06
"PDGFC",1.09678101335867e-10,-0.270377927295192,0.498,0.567,2.02816744990285e-06
"MAP2K1",1.10137917144562e-10,-0.241587464389341,0.232,0.321,2.03667036383724e-06
"MCEE",1.10648800902968e-10,-0.20877416937267,0.06,0.11,2.04611762629767e-06
"YEATS2",1.12916255736869e-10,-0.268732225106802,0.155,0.228,2.08804740108618e-06
"STIM1",1.13822383460607e-10,-0.31299419334616,0.136,0.205,2.10480351495354e-06
"C1orf162",1.16267255987486e-10,-0.189720181144887,0.135,0.206,2.15001409772058e-06
"FGD6",1.20226271380327e-10,-0.234448359904754,0.242,0.33,2.22322421036501e-06
"PPP1R10",1.21324052168081e-10,0.63219129558005,0.372,0.35,2.24352437269216e-06
"RPP25",1.22808534603707e-10,0.790963272874516,0.27,0.206,2.27097542189174e-06
"SUFU",1.23369195317057e-10,-0.409829488103483,0.14,0.208,2.28134315980303e-06
"HOOK3",1.25151428125386e-10,-0.206707642979703,0.373,0.477,2.31430020889464e-06
"KATNAL2",1.25400663775901e-10,-0.63619079115485,0.109,0.169,2.31890907454396e-06
"RYBP",1.25625404929399e-10,0.765787302576579,0.252,0.19,2.32306498795444e-06
"STX6",1.26282940670189e-10,-0.175705381987652,0.176,0.258,2.33522413887314e-06
"CLN3",1.26477858267662e-10,-0.38405110739692,0.136,0.21,2.3388285550856e-06
"KDM1A",1.26580383766053e-10,-0.379563978833834,0.106,0.17,2.34072445660186e-06
"IRAK4",1.29004923125957e-10,-0.396252714460952,0.153,0.229,2.38555903844519e-06
"TBC1D12",1.30425590843434e-10,-0.386097352684726,0.273,0.358,2.41183002587678e-06
"ANAPC10",1.30486203739915e-10,-0.346123428386952,0.099,0.16,2.41295087955851e-06
"TFDP1",1.30577345213884e-10,-0.274319151707426,0.099,0.161,2.41463626769514e-06
"DPP8",1.3234011742261e-10,-0.122168122008681,0.21,0.299,2.4472334513789e-06
"CHORDC1",1.36853981858037e-10,0.641559722785843,0.303,0.253,2.53070383251882e-06
"BTF3",1.36976473384298e-10,0.13195551830559,0.805,0.744,2.53296894582244e-06
"HFE",1.39314173687573e-10,-0.194928441096758,0.214,0.301,2.57619769983059e-06
"ALOX5AP",1.4548633038224e-10,0.289746269132564,0.68,0.627,2.69033322142839e-06
"NEDD8",1.47233316482107e-10,-0.270163433857399,0.407,0.529,2.72263848838712e-06
"MFAP3",1.48883929039355e-10,-0.426899854793831,0.068,0.119,2.75316161579575e-06
"DUSP12",1.51307681130051e-10,-0.453546928834996,0.061,0.11,2.79798163945691e-06
"LAMTOR3",1.5749441150432e-10,0.665253725136589,0.297,0.235,2.91238665753788e-06
"KAT6A",1.61431762372115e-10,-0.237532591197461,0.322,0.424,2.98519614978516e-06
"DOCK8",1.66105318422396e-10,-0.182533812833486,0.424,0.522,3.07161954826694e-06
"PGLS",1.68772494662153e-10,0.472233974788816,0.514,0.466,3.12094097129253e-06
"DDIT4",1.70459279136225e-10,0.58690368074827,0.239,0.166,3.15213298978707e-06
"ZKSCAN1",1.71625238575827e-10,-0.191435169772072,0.227,0.318,3.17369391174419e-06
"MYO1F",1.73911298779787e-10,-0.164441186842002,0.367,0.464,3.21596773703582e-06
"CAPZA1",1.74916293939837e-10,-0.150751377520353,0.529,0.632,3.23455210753547e-06
"MED25",1.82819924014149e-10,-0.28208665290686,0.098,0.159,3.38070603486964e-06
"SH3BP5",1.85560542974645e-10,0.670167844789764,0.335,0.269,3.43138556068714e-06
"NOL10",1.86419016411911e-10,-0.329687573641835,0.085,0.141,3.44726045148906e-06
"MYO15B",1.89229483553045e-10,-0.450576204889752,0.117,0.179,3.49923160986292e-06
"MAP4",1.90822161016795e-10,-0.145498685345466,0.206,0.293,3.52868340152257e-06
"CUTA",1.91153522258941e-10,-0.283871184029657,0.266,0.366,3.53481093361233e-06
"NUDT21",1.9132923969397e-10,-0.265955329605893,0.115,0.182,3.53806030042089e-06
"GDI1",1.91499654668883e-10,-0.179604185536843,0.177,0.256,3.54121161413698e-06
"OSER1",1.92013497944584e-10,0.790641569509072,0.241,0.178,3.55071360399125e-06
"S100A4",1.93378774774084e-10,0.38611110654288,0.514,0.453,3.57596030312236e-06
"ADGRE5",1.95686427111548e-10,0.694375266364521,0.318,0.262,3.61863341014674e-06
"SLC7A2",1.9686451000228e-10,1.3878126660435,0.124,0.07,3.64041851896216e-06
"PPM1B",2.05038689549368e-10,-0.222983482767584,0.169,0.247,3.79157544714691e-06
"ALG5",2.0569264883654e-10,-0.125723907402752,0.132,0.204,3.8036684622853e-06
"ACTR3",2.12753380865774e-10,-0.14475466941167,0.537,0.635,3.93423551896989e-06
"GTF3C5",2.12756733036472e-10,-0.397712407322814,0.061,0.111,3.93429750731044e-06
"TMCO1",2.12972587227565e-10,-0.100567931953071,0.31,0.417,3.93828908301214e-06
"AKR7A2",2.13060807106679e-10,0.774760670477525,0.239,0.175,3.9399204450167e-06
"MRFAP1",2.13670719920633e-10,0.391958828989473,0.462,0.403,3.95119895277235e-06
"KLHL8",2.14088949757901e-10,-0.305567176140247,0.104,0.167,3.95893285892311e-06
"AAAS",2.14301075037214e-10,-0.317755433848344,0.069,0.12,3.96285547958816e-06
"CLEC16A",2.17484178789048e-10,-0.53363362523754,0.085,0.14,4.02171743416708e-06
"SEC24B",2.1910232850445e-10,-0.372118837945793,0.182,0.259,4.05164025870429e-06
"TLN1",2.21516732350711e-10,0.349980545177818,0.637,0.596,4.09628741462935e-06
"CEP350",2.24096753265278e-10,-0.187720681154919,0.416,0.516,4.14399716138153e-06
"VMA21",2.2475349057247e-10,-0.176615506317156,0.231,0.325,4.15614154766611e-06
