"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","comparison","Count"
"GO:0032370","positive regulation of lipid transport",31,0.535860986164245,1.76475517274112,0.00380343865096209,0.0283648965195292,0.0208960785024813,1093,"tags=35%, list=17%, signal=29%","IL1B/ACSL1/EEPD1/SIRT1/NFKBIA/ACSL5/ABCA1/ABCG1/NR1H2/NR1H3/LRP1","Preterm",11
"GO:0045862","positive regulation of proteolysis",188,0.32216153619892,1.46978400961913,0.00380690412048343,0.0283648965195292,0.0208960785024813,1071,"tags=24%, list=17%, signal=20%","IL1B/TNFSF15/ZC3H12A/ZFAND2A/TRIB1/NLRP3/EIF2AK3/HSPA1B/PMAIP1/HSPD1/PLK3/HSPA1A/TNF/RIPK2/MALT1/SIRT1/MYC/CARD9/CIDEB/ARIH1/CLEC7A/HSPE1/SMURF1/NFE2L2/RNF144B/PSEN1/TANK/CSNK1D/BAG6/MYH9/TRAF7/VCP/DAPK1/PTK2/RNF19B/NLRP1/NRDC/FBXW7/SNX9/UBQLN1/STAT3/HERPUD1/GSK3B/WFS1/SGTA","Preterm",45
"GO:1903825","organic acid transmembrane transport",57,0.455760160131478,1.69160155230728,0.00383458930068618,0.0284676575257463,0.0209717813012356,691,"tags=26%, list=11%, signal=24%","SLC7A5/SLC16A10/PER2/SLC25A32/TNF/ACSL1/SLC3A2/ABCC1/SLC11A1/SLC38A2/SLC1A5/SLC1A3/PSEN1/ACSL5/SFXN3","Preterm",15
"GO:1905039","carboxylic acid transmembrane transport",57,0.455760160131478,1.69160155230728,0.00383458930068618,0.0284676575257463,0.0209717813012356,691,"tags=26%, list=11%, signal=24%","SLC7A5/SLC16A10/PER2/SLC25A32/TNF/ACSL1/SLC3A2/ABCC1/SLC11A1/SLC38A2/SLC1A5/SLC1A3/PSEN1/ACSL5/SFXN3","Preterm",15
"GO:0090276","regulation of peptide hormone secretion",56,0.451116510905998,1.66634059445174,0.00386201550046532,0.0286194204718027,0.0210835832403817,914,"tags=36%, list=15%, signal=31%","IL1B/PAX8/CCL5/PER2/TNF/PIM3/SLC8B1/PCK2/CDK16/ALOX5/STX4/CHD7/PRKACA/MIDN/HIF1A/IRS2/GLUD1/OSBP/TCIRG1/SREBF1","Preterm",20
"GO:0043122","regulation of canonical NF-kappaB signal transduction",149,0.339523238932721,1.50288517147026,0.00394857069804086,0.029208019351212,0.0215171969636731,864,"tags=22%, list=14%, signal=20%","IL1B/ZC3H12A/TNFAIP3/PER1/NFKBIB/REL/PELI1/TNF/RIPK2/TFRC/TICAM1/TNFRSF10B/TRAF6/MALT1/SQSTM1/PLEKHG5/DDX21/SIRT1/TBK1/CARD9/RIPK1/CLEC7A/BIRC3/MAP3K14/SLC39A8/TANK/HSPB1/NEK6/BRD4/LTBR/TRIM25/CFLAR/RELA","Preterm",33
"GO:0071398","cellular response to fatty acid",11,0.713626455392737,1.77252266412423,0.0039910964445689,0.029465267923895,0.021706708896697,914,"tags=45%, list=15%, signal=39%","ZC3H12A/HES1/PDK4/SMARCD1/SREBF1","Preterm",5
"GO:1990845","adaptive thermogenesis",76,0.421305220725615,1.6692193597649,0.00399772790768317,0.029465267923895,0.021706708896697,1340,"tags=38%, list=21%, signal=30%","KDM6B/PER2/VEGFA/ACSL1/DDIT3/DYNC1H1/ADAM17/SLC25A44/ADRB2/CNOT3/HNRNPU/PRKAB1/HSF1/FABP5/ADIPOR2/STAT6/NOTCH1/NR1H2/PLCL2/NRDC/NR1H3/SMARCA4/TRPV2/THRA/FLCN/EHMT1/KDM1A/EPAS1/ATF4","Preterm",29
"GO:2000106","regulation of leukocyte apoptotic process",48,0.477405426277656,1.70774748302107,0.00407558659546802,0.0299851954546283,0.0220897332624063,880,"tags=33%, list=14%, signal=29%","CCL5/ARG2/ADAM17/BCL6/BCL3/SIRT1/ITPKB/TSC22D3/IRF7/MERTK/HCLS1/FNIP1/VHL/HIF1A/IRS2/NOC2L","Preterm",16
"GO:0006865","amino acid transport",46,0.478034629362856,1.69019037956631,0.00410318971468336,0.0300590422587019,0.0221441353158041,691,"tags=26%, list=11%, signal=23%","SLC7A5/SLC16A10/PER2/TNF/SLC3A2/SLC11A1/SLC25A44/SLC38A2/SLC1A5/SLC1A3/PSEN1/SFXN3","Preterm",12
