"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TMEM219",2.81705745508781e-60,-0.662566417221532,0.856,0.77,5.20930264594838e-56
"ALG9",3.07837026270068e-60,1.1565970798318,0.248,0.071,5.69252228978609e-56
"ADI1",3.07988760894643e-60,-0.547048571889814,0.902,0.806,5.69532816646373e-56
"NPEPPS",3.24630043451897e-60,0.586772549938933,0.829,0.411,6.00305876351247e-56
"POT1",3.28905389067463e-60,0.782935136445156,0.329,0.11,6.08211845463553e-56
"CPEB4",3.38312280605573e-60,0.549671600248677,0.95,0.62,6.25607069295826e-56
"GTF2H4",3.40184173264858e-60,2.33585082986192,0.142,0.025,6.29068573201376e-56
"GLMP",3.69219596523586e-60,-0.923144667630411,0.759,0.712,6.82760877891415e-56
"PECAM1",4.23005119869836e-60,0.50430940891373,0.424,0.157,7.822210676633e-56
"ARF1",5.13884604465797e-60,-0.411336584621342,0.959,0.851,9.50275410578153e-56
"NBPF15",5.284738806898e-60,1.11254848342779,0.229,0.061,9.77253900171579e-56
"ACVR1B",5.63337543852712e-60,1.00739659949635,0.252,0.073,1.04172378609244e-55
"SEC61G",5.97350821971285e-60,-0.455253480384799,0.933,0.858,1.1046211399893e-55
"RRP12",6.46731054091857e-60,0.820115523904425,0.358,0.127,1.19593506522666e-55
"SWT1",6.7923696599678e-60,1.08701406147786,0.282,0.087,1.25604499752125e-55
"ZNF585B",8.36008727164418e-60,0.899908037419148,0.261,0.076,1.54594733827244e-55
"ALS2",8.4461948822033e-60,0.773308676882677,0.338,0.115,1.56187035761703e-55
"MMP24",9.45045355252167e-60,2.47564735186557,0.141,0.025,1.74757787093231e-55
"FAM91A1",1.10649981324796e-59,0.458389529340936,0.805,0.378,2.04613945465812e-55
"RPRD1A",1.12766821477224e-59,0.618701854858086,0.393,0.146,2.08528406275682e-55
"APLP2",1.19101773407178e-59,0.153276961283769,0.999,0.947,2.20242999384554e-55
"SYNRG",1.19774262707328e-59,0.514928918560233,0.679,0.304,2.21486566598391e-55
"ATP6AP2",1.37927660936695e-59,-0.381199540327916,0.978,0.917,2.55055830604136e-55
"ASAP2",1.60715433611914e-59,0.560266714917071,0.619,0.269,2.97194979835151e-55
"PIGL",1.69210156306282e-59,1.0415125270335,0.301,0.099,3.12903421041576e-55
"VPS45",1.78898474680349e-59,0.573096724966304,0.551,0.234,3.30819059378901e-55
"ZFP30",1.87521459322377e-59,1.06787333492251,0.265,0.08,3.46764682578939e-55
"UQCRFS1",2.18719038727976e-59,-0.991986091285619,0.717,0.686,4.04455246415773e-55
"ARF5",2.22023940131721e-59,-2.79662070792776,0.186,0.408,4.10566670091579e-55
