"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SLC35A5",0.000242900740400568,-0.341815266289395,0.098,0.132,1
"PABPN1",0.000245460436006008,0.357161288322738,0.337,0.304,1
"MAPK8IP3",0.000246466056383424,1.11864193668631,0.114,0.086,1
"NDUFV1",0.000246748664322999,0.194183566968723,0.272,0.236,1
"ADCY7",0.000247117557038716,-0.142339637902843,0.339,0.396,1
"SSRP1",0.000247295297861813,0.297197576688853,0.146,0.115,1
"NMRAL1",0.000248481354624812,0.551801293303207,0.138,0.107,1
"U2SURP",0.000249248218944807,-0.348798379113021,0.314,0.367,1
"GGA2",0.000249395978078635,0.255705253973695,0.323,0.294,1
"CORO1B",0.000250349659277278,0.0375155980369182,0.441,0.412,1
"DDHD1",0.000252567838207537,0.951709941375421,0.132,0.104,1
"RPL7A",0.000254898250184611,0.0451845655389058,0.839,0.736,1
"CBX3",0.000255252261308441,-0.329030796121483,0.302,0.352,1
"LEMD3",0.000255372484738695,-0.0316438243548496,0.094,0.128,1
"CEP57",0.000257246386901287,-0.465778864605949,0.144,0.183,1
"SIVA1",0.00026030817321533,-0.438163096444159,0.277,0.322,1
"PAPOLG",0.00026075468195918,-0.261852765605662,0.095,0.128,1
"ATP6V1G1",0.000260983850931279,-0.364757920931208,0.573,0.618,1
"YPEL2",0.000264729023527073,0.463075349906142,0.226,0.19,1
"KYNU",0.000266074396000218,0.353840008534166,0.225,0.19,1
"PIAS1",0.00026614329284176,-0.10248649966739,0.305,0.364,1
"POLD4",0.000270191756075599,-0.252093320708135,0.249,0.299,1
"SRA1",0.000270193656098579,0.308640035263726,0.245,0.212,1
"PPM1G",0.000270592727089858,0.0696980966280241,0.297,0.261,1
"TBC1D9",0.000271522491502991,-0.301126793888477,0.33,0.383,1
"BOD1",0.000271540119778462,-0.367828553713321,0.081,0.112,1
"SMIM10L1",0.000271883275066938,0.209497625035983,0.17,0.136,1
"RPP25",0.000273410458499679,-0.565383953942969,0.21,0.252,1
"SLC12A6",0.000274353142164264,0.822566525953488,0.128,0.099,1
"ZNF136",0.000275036522109029,-0.299326333077733,0.079,0.109,1
"CCL13",0.000276912500047633,-0.311256824746972,0.177,0.22,1
"ATP2B1",0.000279485584646282,0.174128938170008,0.518,0.488,1
"VPS36",0.000279805443700437,-0.326254539331225,0.287,0.338,1
"ATF7",0.000282087656141089,-0.312157187886447,0.115,0.152,1
"SERINC1",0.000282908542712733,-0.277444152873091,0.544,0.585,1
"NUDT21",0.000284153334410721,-0.395489169820543,0.124,0.161,1
"FAM234A",0.000287269098235287,-0.359685121752792,0.107,0.141,1
"KIF1C",0.000288407689054641,0.211507582045688,0.151,0.119,1
"ANKRD28",0.000291635970382685,0.787555472782562,0.102,0.075,1
"TRIM56",0.000291943092554836,-0.143055944287508,0.142,0.182,1
