"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"GALNT6",2.33810939339206e-05,0.499895056905154,0.119,0.093,0.466219013042377,"GALNT6"
"SH2B3",2.35062509233388e-05,0.266188646974653,0.402,0.362,0.468714643411376,"SH2B3"
"CHADL",2.35595848238834e-05,-0.769480407509192,0.024,0.038,0.469778121388235,"CHADL"
"TBX18",2.36147273816446e-05,-0.885904116691568,0.02,0.033,0.470877663989994,"TBX18"
"AKNAD1",2.36875840931932e-05,-1.54964265399893,0.003,0.01,0.472330426818272,"AKNAD1"
"BICRA",2.37997522080719e-05,0.310019975534461,0.048,0.031,0.474567059028955,"BICRA"
"MEIKIN",2.39514252598907e-05,0.963632209222939,0.022,0.011,0.477591419682221,"MEIKIN"
"GPAT2",2.42175461855521e-05,-1.22812618110556,0.004,0.012,0.482897870939908,"GPAT2"
"BTBD8",2.4225647095269e-05,0.346752979125322,0.064,0.045,0.483059403079665,"BTBD8"
"CARD9",2.43140077299795e-05,-0.34813927044033,0.063,0.084,0.484821314135791,"CARD9"
"EPB41L5",2.44255392786911e-05,-0.755454806666107,0.017,0.029,0.487045253217101,"EPB41L5"
"ZNF669",2.44413993271665e-05,0.446632716921245,0.058,0.039,0.487361502583699,"ZNF669"
"CDS1",2.45310216213851e-05,0.352615796152405,0.182,0.149,0.489148571130419,"CDS1"
"TJP2",2.46462312639536e-05,1.4963509865739,0.02,0.01,0.491445851403234,"TJP2"
"RBKS",2.46945604724234e-05,0.380329718111509,0.075,0.054,0.492409535820123,"RBKS"
"TMEM161B",2.50254073739548e-05,-0.306352874441283,0.075,0.097,0.499006623036659,"TMEM161B"
"ITIH4",2.50678834707259e-05,1.00101373845748,0.016,0.007,0.499853596406274,"ITIH4"
"MIR34AHG",2.50850423575234e-05,-0.768047434890962,0.032,0.047,0.500195744609016,"MIR34AHG"
"FGL1",2.55736156401664e-05,-0.290255015495253,0.32,0.341,0.509937895864918,"FGL1"
"LDLRAD3",2.56360008433493e-05,-0.351537117489103,0.009,0.019,0.511181856816386,"LDLRAD3"
"SCML2",2.57628086054962e-05,0.676347206295798,0.062,0.043,0.513710403593595,"SCML2"
"C12orf56",2.5891036300109e-05,-1.57059102515806,0.006,0.013,0.516267263824173,"C12orf56"
"ECHDC2",2.59312632554163e-05,-0.330180433601759,0.119,0.143,0.517069389313002,"ECHDC2"
"LRRC45",2.61348456360742e-05,-0.359352640321922,0.038,0.056,0.52112882198332,"LRRC45"
"BVES",2.64101010122661e-05,-0.404414736465879,0.028,0.043,0.526617414184586,"BVES"
"CISH",2.65266018673049e-05,0.467019370522225,0.086,0.064,0.52894044123406,"CISH"
"BAZ1B",2.65272225716172e-05,0.338346130517992,0.276,0.238,0.528952818078047,"BAZ1B"
"CMTM8",2.6924071291144e-05,-0.835863944038312,0.008,0.017,0.536865981545411,"CMTM8"
