"orig.ident","nCount_RNA","nFeature_RNA","dataset","disease","disease_group","RNA_snn_res.0.1","seurat_clusters","RNA_snn_res.0.15","RNA_snn_res.0.2","RNA_snn_res.0.25","RNA_snn_res.0.3","cluster_final","subtype","UMAP_1","UMAP_2","dataset_label","UMAP_1","UMAP_2","trimester"
"Hofbauer_Atlas_Corrected",2629.14718080431,1205,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-2.12661515704568,0.0615028030534366,"D2",-2.12661515704568,0.0615028030534366,"Late"
"Hofbauer_Atlas_Corrected",2117.80265575095,845,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-0.282061582125976,-1.86301943293613,"D2",-0.282061582125976,-1.86301943293613,"Late"
"Hofbauer_Atlas_Corrected",2829.17166889267,1387,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.809904227338479,-0.764518287096443,"D2",0.809904227338479,-0.764518287096443,"Late"
"Hofbauer_Atlas_Corrected",2654.20587514231,1252,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","2","2","2","1","1","2","Homeostatic",-1.46362196437295,-0.0119358264545819,"D2",-1.46362196437295,-0.0119358264545819,"Late"
"Hofbauer_Atlas_Corrected",2663.67551538899,1242,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",-0.329148651726796,0.145659744675932,"D2",-0.329148651726796,0.145659744675932,"Late"
"Hofbauer_Atlas_Corrected",1958.81057778102,745,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.509250824965789,-2.24750324717564,"D2",-0.509250824965789,-2.24750324717564,"Late"
"Hofbauer_Atlas_Corrected",2607.06648427999,1184,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.105300495706246,-0.148211982164802,"D2",0.105300495706246,-0.148211982164802,"Late"
"Hofbauer_Atlas_Corrected",1965.51857296186,749,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-1.94204889766152,-1.65586349001926,"D2",-1.94204889766152,-1.65586349001926,"Late"
"Hofbauer_Atlas_Corrected",2313.09757503754,984,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",0.387265155397103,-1.51112243166965,"D2",0.387265155397103,-1.51112243166965,"Late"
"Hofbauer_Atlas_Corrected",1719.86240407586,615,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","4","4","4","4","5","5","4","Vascular remodeling",-0.414013756133868,-1.92778154841465,"D2",-0.414013756133868,-1.92778154841465,"Late"
"Hofbauer_Atlas_Corrected",2921.66572514103,1470,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",-0.328184315629556,1.42500856884914,"D2",-0.328184315629556,1.42500856884914,"Late"
"Hofbauer_Atlas_Corrected",3739.74188901033,2408,"GSE290578","Normal/PE","Normal 3rd trimester / Preeclampsia","0","1","1","1","3","3","1","MHCII+ Antigen-presenting",0.0181044436318139,2.27305201062161,"D2",0.0181044436318139,2.27305201062161,"Late"
