"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CEP250",1.82831851819144e-09,0.586527555343638,0.119,0.086,3.3809266038396e-05
"SPRYD3",1.83371990306555e-09,0.322104209627139,0.111,0.078,3.39091484474882e-05
"SLC2A8",1.92708216398389e-09,-0.428428344697159,0.229,0.277,3.563560337639e-05
"AP1AR",1.9496214549958e-09,-0.46479975652814,0.165,0.21,3.60523999457824e-05
"HAUS6",1.9707074543601e-09,-0.543203977261562,0.07,0.102,3.6442322246027e-05
"S100A4",1.98708398170636e-09,-0.170187559046049,0.411,0.497,3.6745156989714e-05
"CYB561A3",1.99817819180128e-09,-0.446477419428927,0.109,0.148,3.69503111227892e-05
"IER5L",2.05121658453063e-09,-0.121924830209163,0.318,0.386,3.79310970811405e-05
"MRPL37",2.06823563120814e-09,0.146975356758686,0.13,0.095,3.82458132923009e-05
"YBX1",2.08049001517554e-09,-0.0504020931087998,0.791,0.839,3.84724213606261e-05
"VPS29",2.09483957682289e-09,-0.435839146687822,0.38,0.429,3.87377734546089e-05
"RAB1A",2.14358395027088e-09,-0.285386583646835,0.511,0.568,3.96391544084091e-05
"RIN2",2.15708547096946e-09,-0.311022658302173,0.425,0.49,3.98888245291673e-05
"NDUFAF2",2.21630164492561e-09,-0.692545465497206,0.08,0.113,4.09838500179643e-05
"ATF1",2.22215873738967e-09,-0.534506488279478,0.117,0.156,4.10921593718098e-05
"PPTC7",2.22802267410855e-09,-0.328761694223926,0.158,0.205,4.12005952896153e-05
"CASP3",2.24934655749905e-09,-0.44531738144402,0.152,0.195,4.15949165412725e-05
"TGOLN2",2.2687682511677e-09,0.0738220532001292,0.623,0.604,4.1954062500593e-05
"ZDHHC5",2.33566165741562e-09,0.324192832422853,0.221,0.179,4.31910553689296e-05
"HEATR3",2.3432575761642e-09,0.347011996631617,0.205,0.164,4.33315190984283e-05
"HMGCS1",2.36012442645526e-09,-0.067139435329733,0.125,0.168,4.36434208940106e-05
"CHIC2",2.36607701616485e-09,0.425852549436489,0.179,0.141,4.37534961829204e-05
"MRPS35",2.37450987976149e-09,0.0731090765025315,0.2,0.156,4.39094366965496e-05
"SAMD4A",2.37743433937203e-09,-0.043100442570341,0.129,0.173,4.39635158036676e-05
"MAP2K1",2.43158981219592e-09,0.25914852731738,0.267,0.224,4.4964958807127e-05
"SEMA4D",2.43340119171872e-09,-0.344044822958498,0.099,0.137,4.49984548372625e-05
"UBXN7",2.43397471308036e-09,-0.216454698623465,0.108,0.148,4.5009060394282e-05
"TM9SF3",2.50013505411665e-09,0.196793090237706,0.455,0.423,4.62324974207251e-05
"MITD1",2.5052817251175e-09,-0.677676285165363,0.093,0.128,4.63276696608728e-05
"SHPRH",2.50819207609667e-09,-0.0900072272283745,0.135,0.18,4.63814878711796e-05
"NFRKB",2.52049357663295e-09,-0.364241585402885,0.08,0.115,4.66089672190965e-05
"COX7B",2.54939993934996e-09,-0.429591548727643,0.422,0.474,4.71435036784594e-05
"CPNE3",2.61865893984592e-09,-0.553621889887017,0.203,0.249,4.84242411156307e-05
"FERMT3",2.6569400118277e-09,0.0989828297111555,0.529,0.499,4.91321346987177e-05
"CES2",2.6774392375694e-09,-0.444950772382045,0.101,0.139,4.95112063811333e-05
"ARMT1",2.71968021804153e-09,-0.61157081793112,0.159,0.2,5.02923265920239e-05
"TNFRSF21",2.75308823894105e-09,0.290037553100551,0.29,0.251,5.09101077144979e-05
"APEH",2.95415860025413e-09,0.390309454453354,0.153,0.115,5.46283008358994e-05
"NUCB2",2.9654592023516e-09,-0.555828662344623,0.118,0.155,5.48372715698859e-05
"WHAMM",2.99280448537243e-09,-0.140395587353029,0.192,0.244,5.53429405435069e-05
"OXSR1",3.01970295372554e-09,0.50412107652916,0.224,0.187,5.58403470202928e-05
"GIMAP8",3.0890583447607e-09,0.214697377205477,0.301,0.258,5.71228669113149e-05
"APPBP2",3.12759497529813e-09,-0.320446624947347,0.14,0.183,5.78354862832129e-05
"SFXN3",3.16415662232484e-09,0.398005755402077,0.2,0.161,5.85115842600309e-05
"CHN2",3.22519449398367e-09,0.113648574477027,0.068,0.101,5.96402965827461e-05
"ELOVL1",3.32557687161229e-09,0.216229210195259,0.21,0.167,6.14965675098544e-05
"RBMS2",3.33123370283465e-09,0.65708539488717,0.1,0.07,6.16011736328184e-05
"MEF2C",3.42988402629835e-09,-0.199651193452412,0.675,0.731,6.3425415414309e-05
"NAA16",3.48348700245624e-09,-0.240105585873903,0.144,0.19,6.44166416494208e-05
"RLF",3.49758050739184e-09,-0.0525045728036639,0.206,0.261,6.467725874269e-05
"XPR1",3.55194148140168e-09,-0.410305672631537,0.098,0.134,6.56825018740799e-05
"HS6ST1",3.5781445473428e-09,-0.342287282952067,0.162,0.208,6.61670489694631e-05
"DYNLL2",3.69315586067605e-09,-0.284429931322593,0.267,0.321,6.82938381756216e-05
"SLC35B2",3.71250324243388e-09,-0.369732798138477,0.12,0.16,6.86516099590873e-05
"CEBPG",3.77688624107497e-09,0.33832186148444,0.165,0.128,6.98421803699584e-05
"CASP10",3.80124780720762e-09,-0.228698699529613,0.118,0.158,7.02926744508833e-05
"ZNF185",3.80241726590066e-09,0.369736292199836,0.102,0.071,7.0314300081035e-05
"ANAPC5",3.85208911234219e-09,0.352907628823171,0.24,0.199,7.12328318654319e-05
"UBE2S",3.89293743807676e-09,-0.083348426973886,0.293,0.356,7.19881991049155e-05
"FLOT2",3.89860036396999e-09,0.300890747902707,0.186,0.146,7.20929179305331e-05
"AIG1",3.90159145436808e-09,-0.52010165557774,0.153,0.195,7.21482291741745e-05
"RPRD2",3.91670517397086e-09,-0.197210808980538,0.139,0.182,7.24277120770691e-05
"KPNB1",3.92386092487466e-09,-0.289410738314885,0.378,0.434,7.25600362227823e-05
"RRP15",3.94109883610643e-09,-0.696443863687824,0.076,0.108,7.287879967728e-05
"DPP8",4.07236688665823e-09,-0.383882407397648,0.165,0.209,7.53062084680839e-05
"FKBP8",4.0815862846317e-09,0.0861822105343568,0.467,0.425,7.54766935754094e-05
"IL6R",4.11168983490514e-09,0.405016283608497,0.364,0.333,7.60333684270658e-05
"DOT1L",4.30016359618435e-09,0.883779293811417,0.121,0.091,7.95186252206411e-05
"SMARCD1",4.31996397019639e-09,0.568474030519519,0.135,0.101,7.98847737368716e-05
"EXOC1",4.33621627041713e-09,-0.229115767599457,0.209,0.26,8.01853112725535e-05
"WWP1",4.46963639382195e-09,0.0927617907831095,0.662,0.658,8.26525161945555e-05
"CFLAR",4.53979437338218e-09,0.320310248512694,0.486,0.461,8.39498775525832e-05
"SFXN2",4.56556042418029e-09,-0.321245425715754,0.154,0.2,8.44263433639419e-05
"PPT1",4.59420745817131e-09,0.112555089477383,0.431,0.391,8.49560843165038e-05
"DYRK2",4.60461383400038e-09,-0.51260980565008,0.11,0.147,8.5148519018335e-05
"ZNF638",4.63750856228439e-09,-0.139901171755862,0.296,0.356,8.5756808333763e-05
"TCOF1",4.7123930774324e-09,-0.269754219455561,0.129,0.17,8.714157278788e-05
"MFF",4.71656061544218e-09,0.228480562216455,0.233,0.191,8.72186389007567e-05
"MFNG",4.78267748829882e-09,0.226640695242749,0.107,0.075,8.84412721136217e-05
"RCN2",4.90838891908105e-09,-0.434021706682636,0.116,0.154,9.07659278916468e-05
"FUT8",4.91224029082888e-09,-0.328032614196646,0.079,0.112,9.08371474580077e-05
"VEGFB",5.24226077490652e-09,0.035923524154579,0.478,0.434,9.69398862495714e-05
"DENND4B",5.25265431664765e-09,0.586679634065728,0.268,0.232,9.71320836234484e-05
"TLK1",5.28857824808199e-09,-0.371508675398958,0.192,0.238,9.77963889635322e-05
"RBMX2",5.34465074830857e-09,-0.7661954141668,0.071,0.101,9.88332816377221e-05
"LPCAT1",5.37096789260991e-09,0.416476900613341,0.266,0.226,9.93199382701425e-05
"CMAS",5.37867633098667e-09,-0.675826532828563,0.135,0.172,9.94624827126054e-05
"BOD1",5.4627222339125e-09,-0.474645058960584,0.083,0.117,0.00010101665954951
"CDC42SE1",5.68459796150195e-09,0.22593183004546,0.346,0.306,0.000105119585504094
"FAM204A",5.69540550599672e-09,-0.452772543808532,0.228,0.273,0.000105319438616891
"PLEKHJ1",5.98819040792754e-09,-0.674765123892108,0.154,0.194,0.000110733617023396
"APH1B",6.00548007981979e-09,-0.315039298793489,0.183,0.229,0.000111053337636028
"VPS72",6.00871068748597e-09,0.491348296053773,0.111,0.079,0.000111113078032991
"RNF220",6.05664792785964e-09,0.340495591674544,0.179,0.141,0.00011199953348198
"SNRK",6.06925046535767e-09,-0.295875191825201,0.15,0.192,0.000112232579605394
"PRICKLE2",6.07231227328709e-09,-0.013386585892545,0.078,0.113,0.000112289198557625
"RPA3",6.18866299412859e-09,-0.750797745999451,0.127,0.164,0.000114440756087426
"SMARCB1",6.19076225681883e-09,0.200117389799017,0.178,0.137,0.000114479575653094
"SMG6",6.22899825998259e-09,-0.074484933794862,0.113,0.153,0.000115186635823598
"BIRC2",6.35375466620448e-09,-0.299309628228672,0.211,0.262,0.000117493631287453
"HELZ",6.54072625513019e-09,-0.133628592726918,0.337,0.4,0.000120951109909868
"ZNHIT3",6.6412147149476e-09,-0.670817067981514,0.097,0.131,0.000122809342508811
"ZNF32",6.70531998611142e-09,-0.774899187413288,0.086,0.118,0.000123994777183172
"NUMA1",6.73061880500691e-09,0.33444174431091,0.354,0.319,0.000124462602942188
"LAMP1",6.83135296423813e-09,0.0160495483994092,0.662,0.671,0.000126325379014691
"FBXO34",6.84255268937844e-09,-0.177363951460731,0.159,0.204,0.000126532484331986
"MANEA",6.90575038626859e-09,-0.530917786470201,0.099,0.133,0.000127701136142879
"HIGD2A",6.98454352238452e-09,0.0268048808087158,0.452,0.406,0.000129158178815934
"EIF2AK2",7.28910494472128e-09,0.296254357535039,0.341,0.308,0.000134790128637786
"PYGB",7.48790939191269e-09,0.61485413318636,0.115,0.084,0.000138466420475249
"MMP14",7.51524555295115e-09,-0.246445420673204,0.286,0.341,0.000138971920765173
"SUN1",7.55960356166808e-09,-0.176504401303835,0.138,0.181,0.000139792189062366
"EMSY",7.88839859343149e-09,-0.182339117087966,0.08,0.114,0.000145872266789735
"TSR1",7.98848194769698e-09,0.418509305255019,0.104,0.074,0.000147723008176813
"BTF3L4",8.00383414772242e-09,-0.579595401846046,0.234,0.277,0.000148006901059683
"SLAIN2",8.00923065802903e-09,0.378898622709388,0.207,0.168,0.000148106693328273
"FGD3",8.0193669815188e-09,0.417433286518629,0.221,0.183,0.000148294134222246
"TEC",8.14180126293379e-09,-0.201237220224208,0.155,0.2,0.000150558188954172
"SPTAN1",8.26808604936427e-09,0.361224159103724,0.305,0.266,0.000152893447224844
"IFNGR1",8.49315488052456e-09,0.160455977111414,0.438,0.403,0.00015705542005066
"RBM42",8.55568900555562e-09,0.124461159864106,0.248,0.204,0.000158211801090734
"LCORL",8.62970880272284e-09,-0.146718481739803,0.165,0.211,0.000159580575179951
"UBXN4",8.66652000897841e-09,0.0872452562098116,0.511,0.482,0.000160261288006029
"QSOX1",8.79105349028909e-09,-0.361774204788199,0.184,0.227,0.000162564161142426
"PIBF1",8.96403790068026e-09,-0.137844442800384,0.081,0.115,0.000165762988859379
"ZCCHC24",9.06141843034827e-09,-0.413068040601003,0.201,0.248,0.000167563749614
"AKR1A1",9.06150054361367e-09,0.0438120783408544,0.572,0.55,0.000167565268052504
"POGZ",9.16906657663335e-09,-0.0500010575486204,0.208,0.262,0.000169554379135104
"SASH3",9.32069969888005e-09,0.281685035125102,0.18,0.142,0.00017235837883169
"CNPY3",9.56191698904572e-09,0.0667479222829028,0.492,0.456,0.000176818968961434
"COL4A2",9.58894730810283e-09,-0.0897757807524447,0.071,0.104,0.000177318813621438
"DLK1",9.63341739782459e-09,-0.212592755874638,0.13,0.174,0.000178141154520572
"ZBTB2",9.72383273731715e-09,-0.305831541058178,0.085,0.119,0.000179813114978469
"PROS1",9.7540612887269e-09,-0.434718729686175,0.235,0.281,0.000180372101351138
"NENF",9.80482803138133e-09,0.114986171255748,0.352,0.308,0.000181310879956303
"EMD",1.00041299367415e-08,0.355102051360598,0.205,0.166,0.000184996370790225
"TOR1B",1.00569043789839e-08,0.498146203277295,0.125,0.092,0.00018597227577617
"MRPL47",1.00955952841919e-08,-0.723248742180864,0.11,0.146,0.000186687747995277
"RBM33",1.00956581934095e-08,0.579922940006981,0.247,0.213,0.000186688911312528
"EP400",1.01188575245464e-08,0.528736380887616,0.193,0.158,0.000187117913343913
"LGALS3BP",1.02112970712666e-08,0.27307669235263,0.423,0.414,0.000188827305441862
"SMARCA2",1.02263884392174e-08,0.246222926658499,0.407,0.37,0.000189106375018008
"UCK1",1.04237860870723e-08,-0.562780218109736,0.082,0.115,0.000192756652322141
"PML",1.05103418460162e-08,0.341290810657776,0.323,0.285,0.000194357241416532
"CPPED1",1.06093088478366e-08,0.448367086385842,0.126,0.094,0.000196187339214194
"TNFSF9",1.10481687132672e-08,0.753405634348946,0.326,0.315,0.000204302735845737
"TRAF6",1.10490096253147e-08,0.701679976211571,0.109,0.08,0.00020431828599132
"MSH3",1.10744243596929e-08,-0.275826442548399,0.108,0.145,0.00020478825525944
"MAF1",1.13855343259862e-08,-0.491417779842714,0.246,0.29,0.000210541300756138
"SRFBP1",1.16671751141525e-08,-0.370290426200517,0.193,0.238,0.000215749402210908
"MYO15B",1.17676894506678e-08,1.03145228348018,0.148,0.117,0.000217608113321749
"GAK",1.18551477433383e-08,0.311199912756349,0.346,0.308,0.000219225392069811
"RNASEH2B",1.25806268836709e-08,-0.392007831292056,0.229,0.275,0.000232640952332842
"OCIAD1",1.26540629274381e-08,-0.378892622748019,0.365,0.417,0.000233998931654185
"LPIN2",1.2782716605906e-08,-0.309831325263771,0.267,0.318,0.000236377995476414
"PYROXD1",1.28654277695038e-08,-0.494766179809372,0.091,0.124,0.000237907490313664
"ARHGAP12",1.29003708448716e-08,-0.232104250485805,0.348,0.406,0.000238553657663366
"MRPS21",1.29609427164863e-08,-0.407213011030974,0.353,0.404,0.000239673752713265
"TPRA1",1.31696000760207e-08,0.413702477058798,0.152,0.117,0.000243532244605775
"SH3BGRL3",1.33854086800582e-08,0.0127621405599707,0.757,0.783,0.000247522977311636
"AKT1",1.35811005431215e-08,0.313686347814293,0.249,0.209,0.000251141711243404
"SKP1",1.36523878170167e-08,-0.237877276969071,0.487,0.531,0.000252459955512273
"ATP6AP1",1.36663685806821e-08,0.0892352165610453,0.513,0.482,0.000252718487793973
"RBM12",1.37263467632456e-08,-0.282914085985085,0.147,0.19,0.000253827604345937
"FADS1",1.40740638333839e-08,-0.439730236392374,0.07,0.101,0.000260257588406935
"FBXL4",1.43421239549791e-08,-0.487354354852772,0.076,0.108,0.000265214556175474
"C11orf24",1.44111779079579e-08,0.236734186770986,0.1,0.07,0.000266491501873957
"LMO2",1.47700825581708e-08,-0.469858620060898,0.325,0.373,0.000273128366665695
"MECP2",1.47739021045725e-08,-0.0921226284989973,0.136,0.18,0.000273198997717754
"KYNU",1.49648494267957e-08,0.392637553528347,0.207,0.168,0.000276729995600306
"BDH2",1.50004187302641e-08,-0.860293855554694,0.071,0.1,0.000277387743160044
"NME6",1.53622978625038e-08,-0.600309771870263,0.089,0.122,0.00028407961207342
"UNC13D",1.54270831629458e-08,-0.411585293765138,0.087,0.12,0.000285277621849194
"ENGASE",1.60163116734078e-08,0.987018610687824,0.139,0.109,0.000296173635464657
"SPCS1",1.60939865118243e-08,-0.422706828322063,0.428,0.475,0.000297609998576656
"LRPAP1",1.60971142332692e-08,0.152139439145887,0.376,0.336,0.000297667836401613
"RDH14",1.61223514332657e-08,-0.650099644008624,0.074,0.104,0.000298134522703949
"SHC1",1.63210645875974e-08,0.490282066164603,0.137,0.104,0.000301809126353852
"NDUFB4",1.63906743302848e-08,-0.420029817602176,0.386,0.432,0.000303096349715626
"PRNP",1.6418215373211e-08,0.066653489273109,0.525,0.498,0.000303605638681418
"VPS8",1.66294153913248e-08,-0.0962856515187218,0.176,0.222,0.000307511149416378
"DPP9",1.67228248792817e-08,0.51685939944479,0.184,0.149,0.000309238477667677
"FBXW11",1.73880807873519e-08,-0.342415665302692,0.197,0.242,0.00032154038991971
"VMA21",1.74543499777061e-08,-0.603949700958775,0.195,0.235,0.000322765839787741
"SYK",1.76412533106943e-08,0.0978802275694175,0.53,0.503,0.000326222056221358
"SMARCA5",1.81646323506123e-08,0.133646424939614,0.393,0.356,0.000335900381427522
"CLPTM1L",1.81661556847445e-08,0.180361410595364,0.218,0.178,0.000335928550922296
"NOLC1",1.86770315099326e-08,0.394798887401787,0.186,0.15,0.000345375666681674
"BSG",1.8694943214724e-08,0.122539795832751,0.461,0.419,0.000345706889926676
"NMI",1.88468236794708e-08,-0.508622111471184,0.165,0.206,0.000348515463480775
"DNAJB4",1.90229449768675e-08,0.457648944985123,0.481,0.47,0.000351772298512233
"UBE3C",1.90742305454973e-08,0.529222355639958,0.194,0.158,0.000352720671247335
"CDC5L",1.90783096915119e-08,-0.369043328380043,0.24,0.288,0.000352796102815437
"KDM5A",1.94582510252422e-08,-0.19818269311296,0.311,0.365,0.000359821977958779
"ZBED3",1.97775935527393e-08,-0.539702436602108,0.085,0.117,0.000365727259977255
"STX6",1.98761154522084e-08,0.339837689785089,0.206,0.169,0.000367549126942238
"MOB1B",2.00537666024544e-08,-0.355393253463056,0.176,0.218,0.000370834252012587
"TMEM87A",2.02478082972174e-08,-0.253688440140616,0.194,0.24,0.000374422471032144
"SMC2",2.02938587896234e-08,-0.676469712797384,0.096,0.128,0.000375274036737715
"DDB1",2.06447885961274e-08,0.292145748013264,0.278,0.237,0.000381763430719589
"EIF2AK3",2.06808582410446e-08,0.943505404457725,0.117,0.089,0.000382430430593396
"MFAP1",2.1204885641926e-08,-0.342293233332618,0.14,0.181,0.000392120745290495
"ZBTB37",2.13312686283227e-08,-0.173079858018825,0.077,0.109,0.000394457819474944
"MRPS23",2.1454698178292e-08,-0.732939447919046,0.133,0.168,0.000396740278712976
"MRPL20",2.14572329834865e-08,-0.453231647221836,0.309,0.355,0.000396787152330633
"ZNF431",2.16864424534136e-08,0.0660930709874701,0.115,0.156,0.000401025693848524
"NOP58",2.17748846151152e-08,0.436614059715483,0.229,0.193,0.000402661166302711
"MAPRE2",2.1955531222571e-08,-0.13910492575637,0.25,0.304,0.000406001683367782
"ROGDI",2.20867241522113e-08,-0.833961046278181,0.073,0.102,0.000408427703022691
"WDR82",2.24791266106067e-08,-0.347200969661624,0.239,0.287,0.000415684009283339
"CTDSPL2",2.30889768956798e-08,-0.27577333772898,0.142,0.183,0.000426961360754911
"DTWD1",2.32925661460697e-08,-0.467341939799545,0.082,0.114,0.00043072613317312
"PEX13",2.37207155078027e-08,-0.552526223839077,0.073,0.103,0.000438643471170287
"IREB2",2.4094339068861e-08,-0.338763210802124,0.18,0.224,0.000445552518061377
"RELA",2.48599814070491e-08,0.423293871372726,0.185,0.149,0.000459710776179151
"HIPK1",2.51360014032355e-08,0.219287489060969,0.313,0.273,0.000464814937948631
"GBE1",2.53541427571491e-08,-0.255564382088688,0.107,0.143,0.000468848807865201
"GUK1",2.54110754959809e-08,-0.370606127226836,0.46,0.514,0.000469901608071678
"KCNK6",2.54925074765143e-08,-0.348060672062565,0.174,0.217,0.000471407448255702
"CEP295",2.61322877483685e-08,-0.262312101955243,0.083,0.116,0.00048323826504283
"GIMAP4",2.6380566333852e-08,-0.342311996669927,0.484,0.542,0.00048782943264559
"TEP1",2.72041345070426e-08,0.623327991934536,0.133,0.102,0.000503058855304232
"AGPAT2",2.75633265871392e-08,-0.351837992975504,0.276,0.327,0.000509701035249378
"MOB3C",2.81858746152983e-08,-0.350016910403073,0.136,0.176,0.000521213193386096
"PHF23",2.82201483263365e-08,-0.444577806413054,0.107,0.142,0.000521846982850614
"VEZF1",2.83679859189107e-08,-0.363549416852248,0.189,0.232,0.000524580795612497
"FHOD1",2.84576144538805e-08,0.678929808049427,0.124,0.093,0.000526238206481158
"NOP56",2.86359173344297e-08,-0.314899906379041,0.192,0.238,0.000529535383348274
"DOK3",2.95116812366233e-08,0.242448478448158,0.329,0.291,0.000545730009427639
"ANKRD36C",2.98581555535807e-08,0.254486203869419,0.087,0.122,0.000552137012496815
"HMG20A",3.02415708256707e-08,-0.371609550824298,0.118,0.155,0.000559227127708302
"SNRPC",3.03394896020403e-08,-0.453321295593442,0.338,0.383,0.00056103784172093
"RAB35",3.06959068315128e-08,0.22217996051087,0.234,0.194,0.000567628709128334
"CCT3",3.09198302309791e-08,0.150800025320573,0.351,0.309,0.000571769500631266
"ARHGEF9",3.10808337912649e-08,-0.270786423342043,0.073,0.104,0.000574746778468071
"PHKB",3.15290575750962e-08,-0.188624665902774,0.297,0.351,0.000583035332678678
"PIEZO1",3.16372964743541e-08,0.742637326496242,0.164,0.132,0.000585036886403755
"IRF1",3.21326608142867e-08,0.445988599341146,0.407,0.388,0.00059419716377779
"FNBP1L",3.21773589913001e-08,-0.291248787656771,0.115,0.153,0.000595023722467121
"SVBP",3.22202447577865e-08,-0.54987093885033,0.084,0.116,0.000595816766060989
"LTV1",3.32200249188734e-08,-0.599337777443767,0.077,0.108,0.000614304700799808
"ZFYVE21",3.43196244716131e-08,-0.532120886523977,0.152,0.189,0.00063463849572907
"KIAA0232",3.45559304578392e-08,-0.249504587747083,0.193,0.241,0.000639008266026362
"G3BP1",3.45913779690746e-08,0.202823936644814,0.425,0.392,0.000639663761404127
"ASB8",3.50493266824885e-08,-0.597361370144587,0.12,0.155,0.000648132149012577
"TMEM134",3.57922506005881e-08,-0.495506997189823,0.15,0.189,0.000661870298106075
"HMGN4",3.60351522442918e-08,-0.624422750928775,0.082,0.112,0.000666362035301444
"PTK2",3.68878948586704e-08,-0.155739840779902,0.105,0.141,0.000682130951726532
"COX19",3.75525988790045e-08,-0.284043319699168,0.115,0.153,0.000694422658470551
"SORT1",3.78513673785987e-08,0.577505979010101,0.124,0.093,0.000699947485565048
"UBASH3B",3.79861742206955e-08,-0.392827804073593,0.122,0.158,0.000702440333689101
"ADAM9",3.84363714066143e-08,-0.202392985138243,0.549,0.617,0.000710765380051112
"HCFC1R1",3.96873387618389e-08,0.126793825424116,0.22,0.178,0.000733898268383925
"NUP205",4.0097322429052e-08,0.627438907633582,0.105,0.077,0.00074147968635803
"HPS5",4.04966201701553e-08,0.280022703303199,0.23,0.189,0.000748863500186512
"RNF145",4.05429363676955e-08,-0.186745969393396,0.351,0.408,0.000749719979311426
"NBEAL2",4.29269724949816e-08,0.730460981263695,0.139,0.108,0.0007938055753772
"SEC61B",4.42146285175827e-08,-0.0019174321925759,0.541,0.509,0.000817616910547139
"SENP2",4.45087350809622e-08,-0.384758401548261,0.101,0.136,0.000823055529117153
"ACYP2",4.57748299482205e-08,-0.460339804020282,0.147,0.185,0.000846468155402494
"THRA",4.59719761536841e-08,0.406131765225078,0.134,0.102,0.000850113783033926
"SERTAD2",4.62837410252938e-08,-0.188454113717887,0.215,0.264,0.000855878939039733
"ROMO1",4.64274181805893e-08,0.0508708644771624,0.332,0.287,0.000858535816995458
"SH3BP2",4.66007911465288e-08,0.32715922111849,0.371,0.342,0.000861741829881611
"CD37",4.66815234777965e-08,0.0819134599682687,0.478,0.448,0.000863234732151413
"PARP15",4.69946965910348e-08,0.790200724364589,0.147,0.117,0.000869025929361416
"HBEGF",4.76157778268107e-08,0.334147026232959,0.465,0.466,0.000880510963573383
"SLU7",4.83562963932848e-08,-0.497988583670872,0.19,0.23,0.000894204632904622
"RCBTB2",4.90235914237815e-08,-0.395020457524902,0.141,0.179,0.000906544252608568
"SLC38A6",4.94670077972637e-08,-0.113822265320339,0.219,0.272,0.000914743908187
"NCSTN",5.12086099234207e-08,-0.318903839983772,0.235,0.281,0.000946949614703895
"BNIP3",5.129407427508e-08,0.25828049046222,0.165,0.13,0.000948530021494779
"AGL",5.16118248993648e-08,-0.690477217499774,0.074,0.103,0.000954405866039055
"ARF3",5.32031707434066e-08,-0.400636353171471,0.259,0.306,0.000983833033387074
"PSMB7",5.47927740537427e-08,-0.446828138999541,0.238,0.281,0.00101322797780181
"CFAP97",5.5205955679002e-08,-0.456862914306965,0.151,0.189,0.0010208685324161
"LYZ",5.57961756235012e-08,0.19877758774605,0.346,0.313,0.00103178287962978
"ERAP1",5.65546954724238e-08,0.229547821668898,0.219,0.18,0.00104580942867606
"TUBA1B",5.65571388639742e-08,-0.0343964106630001,0.826,0.914,0.00104585461187261
"CUL5",5.65960564301536e-08,-0.279656415448487,0.179,0.223,0.0010465742755064
"EML3",5.70597314250278e-08,0.608688886075823,0.112,0.083,0.00105514855351161
"SF3B5",5.85580603464117e-08,-0.452345440297745,0.342,0.388,0.00108285565192584
"RERE",5.88211239203871e-08,0.35912204510706,0.423,0.4,0.0010877202235358
"SUCLA2",5.98398223992125e-08,-0.605935779940882,0.111,0.145,0.00110655799580624
"U2SURP",5.99606399680663e-08,-0.273396963747722,0.312,0.365,0.00110879215428948
"ZNF655",6.0375157923503e-08,-0.266837259886879,0.189,0.233,0.00111645742032142
"LAP3",6.03976720854271e-08,-0.0534175211472037,0.766,0.825,0.00111687375220372
"SLC35D2",6.05921765668565e-08,-0.535787566760849,0.101,0.134,0.00112047052907431
"NEURL2",6.06247540842977e-08,0.0579657478163654,0.105,0.143,0.00112107295252683
"ARMC1",6.17357408130354e-08,-0.624711160151065,0.099,0.131,0.00114161731911465
"ELP4",6.18891404586924e-08,-0.378371826769934,0.077,0.108,0.00114445398536214
"KLC1",6.20102080838901e-08,-0.160542156903687,0.175,0.221,0.0011466927678873
"RBM47",6.30980678437299e-08,0.176942007531036,0.604,0.574,0.00116680947056625
"RBL2",6.63734464119111e-08,0.304143991494689,0.199,0.162,0.00122737777104906
"PITRM1",6.75320790473331e-08,0.511443430367307,0.119,0.089,0.00124880320574328
"ANP32B",6.81568486034947e-08,-0.454639743565545,0.366,0.412,0.00126035644437582
"GALNT6",6.85602257176685e-08,-0.413062129369705,0.087,0.119,0.00126781569397113
"HSCB",7.01765369039659e-08,-0.642530553595963,0.076,0.106,0.00129770452042814
"SLA",7.20800051166557e-08,-0.334789688769317,0.301,0.351,0.0013329034546172
"DVL3",7.21583713969218e-08,0.413836539910043,0.153,0.12,0.00133435260387188
"IMMT",7.24265867360715e-08,0.148432038647072,0.257,0.217,0.00133931244192343
"TXNL4A",7.26115618461352e-08,0.0627883335193379,0.347,0.304,0.00134273300165873
"DHX36",7.29240718010778e-08,-0.149789173515976,0.305,0.362,0.00134851193574553
"ARL6IP5",7.42828711215599e-08,-0.316834293312141,0.505,0.573,0.00137363885277989
"ACTN4",7.45405567379494e-08,0.273298284953972,0.263,0.22,0.00137840397519816
"TIA1",7.65045393749992e-08,-0.247771617836609,0.134,0.173,0.00141472194212248
"RNF216",7.69566085224964e-08,-0.130189376636796,0.231,0.283,0.001423081604798
"MED28",7.83582094581381e-08,-0.447042023890235,0.173,0.212,0.00144900000929989
"ATP6V1G1",7.95015376826863e-08,-0.336469079833586,0.552,0.607,0.00147014243482823
"ZNF609",8.13457899741654e-08,-0.142068142265392,0.179,0.224,0.00150424634820227
"OFD1",8.2206339056199e-08,-0.222130911641124,0.13,0.169,0.00152015962182723
"KAT2B",8.40127270309522e-08,-0.446478084277671,0.127,0.163,0.00155356334825637
"SNRNP48",8.54142695337145e-08,-0.254519479991622,0.076,0.106,0.00157948067221745
"ABHD8",8.60846590167793e-08,-0.491302663976807,0.093,0.125,0.00159187751453828
"LEPROTL1",8.61517895880882e-08,-0.443120682728196,0.216,0.258,0.00159311889306293
"PDGFB",8.7332481300825e-08,0.487313892972712,0.276,0.246,0.00161495224421486
"SLC35E1",8.83756010651554e-08,-0.37683075220594,0.126,0.163,0.00163424161489685
